label,text
0, Singa Ini Menggali Kuburan Sendiri  Akun Facebook lsn Ledokombo membagikan video yang memperlihatkan seekor singa sedang menggali sebuah lubang. Dalam video tersebut terdapat narasi bahwa singa tersebut sedang menggali lubang untuk kuburannya sendiri.  https://t.co/rYNeufAtkX
0, Link kuesioner berhadiah all new scoopy  Beredar sebuah pesan berantai melalui Whatsapp yang menyebutkan PT Astra Honda Motor membagikan hadiah berupa all new scoopy dengan cara mengisi kuesioner yang terdapat pada link  https://t.co/oTgYUpaAof
0, Foto Kebakaran Hutan di Pakistan  https://t.co/wFblqzEdwQ
0, Terapi Pijat untuk Anak Delay Speech (Lambat Bicara)  Beredar sebuah video di media sosial mengenai pijat terapi untuk mengatasi masalah delay speech (lambat bicara) pada anak. Dalam video tersebut menunjukkan seorang anak yang dipijat pada bagian muka dan telinga.  https://t.co/5oxtOnz9Su
0," Eks Danjen Kopassus: “Buzzer Anies Makhluk Pemakan Bangkai, Tukang Fitnah dan Adu Domba”  https://t.co/5ROondNH4J"
0, Ayah Jokowi Bernama Widjiatno Merupakan Anggota PKI: “Jokowi Asli PKI Tulen!”  https://t.co/gONquTC5q0
0, Mobil Esemka Bakal Ikut Formula E Jakarta  Beredar di media sosial postingan yang menyebut mobil Esemka akan ikut dalam ajang balap Formula E Jakarta. Postingan itu beredar sejak tengah pekan ini.  https://t.co/gywlKdq8B4
0," Video Padang Bulan Medan Turun Salju  Video yang diklaim Padang Bulan, Medan, Sumatera Utara turun salju ternyata tidak benar. Faktanya, sebagian jalan di Padang Bulan bukan tertutup salju, melainkan busa.  https://t.co/2jdKqY7AfE"
0, Wujud Bebek dan Tikus Hasil Gabungan Kedua DNAnya  Akun Facebook Ncep R membagikan video TikTok yang berjudul “beginilah bentuk Bebek dan tikus jika DNA nya di gabungkan” pada grup Potret Ketololan Kaum TikTok.  https://t.co/pImdVzv48U
0, Pemberian Hadiah Senilai Rp35 Juta dari Indonesia Giveaway Trans7 yang Dipandu Baim Wong dan Paula Verhoeven  https://t.co/DBtzMYrcvb
0, Vaksin Covid-19 Dapat Sebabkan AIDS Sampai Cacar Monyet  Beredar sebuah narasi di media sosial Facebook yang menyebutkan bahwa vaksin Covid 19 dapat menyebabkan imunodefisiensi di dalam tubuh manusia.  https://t.co/g1RMgcrDuL
0,"Faktanya, informasi tersebut salah. Pria yang terdapat di foto tersebut bukan ayah dari Walikota Bangkok, Chadchart Sittipunt, tetapi seorang Letnan Kolonel Polisi bernama Watcharin Niamvanichkul.  Selengkapnya di  https://t.co/cogVqnbJEy #cekfakta #periksafakta"
0, Foto Ayah Walikota Bangkok yang Terlibat dalam Pembunuhan Besar-besaran di Thailand pada 1976  https://t.co/t1kaHrUBF1
0," “Innalillahi 😭 😭 Detik-Detik Ular Piton Tel4n Seorang Bocah Hidup-Hidup, Sang Ayah Tidak Hanya Bisa Pasrah 😭😭”  https://t.co/kJOMib4kfu"
0, Anies Melarikan Diri Ke Eropa  https://t.co/cGuNf9w4Q2
0, DPW Partai NasDem DIY Buat Baliho Dukung Anies Baswedan untuk Pemilu Presiden 2024  Beredar sebuah foto baliho dari DPW Partai Nasdem Provinsi D.I. Yogyakarta yang mengusung Anies Baswedan sebagai calon presiden Indonesia untuk pemilu tahun 2024.  https://t.co/868eNfpAUo
0,"Keliru, Pemimpin Umat Katolik Sedunia Memeluk Islam pada 2022 dan Menyebabkan 16 Orang Terkena Serangan Jantung  Video dengan klaim pemimpin Katolik sedunia memeluk Islam, dibagikan salah satu akun di Facebook pada 24 Mei 2022.  https://t.co/Tu6G2Yqp9R"
0, Gambar Spanduk Bertuliskan “MASJID INI TIDAK MENSHOLATKAN JENAZAH YANG TIDAK MEMBELI TIKET FORMULA E”  https://t.co/moocu9j5n5
0," Meteor Jatuh di Lapangan Tanjur Bumi Bangkalan  Akun Twitter @/Wongcerbon9661 menulis cuitan bahwa sebuah meteor telah jatuh di lapangan Tanjung, Bumi Bangkalan, Jawa Timur pada 3 Mei lalu.  https://t.co/ax3CaeIswL"
0, Boba nyangkut di usus buntu gak bisa dicerna  Beredar kembali unggahan video yang memperlihatkan seorang dokter membawa sebuah kantung yang ketika dibelah mengeluarkan butiran butiran hitam yang diklaim sebagai boba.  https://t.co/Z4a0MWO2PG
0, Foto Wisuda Jokowi  Sebuah akun Facebook mengunggah foto yang memperlihatkan sosok Jokowi dan diklaim merupakan momen saat Jokowi diwisuda.  https://t.co/NHEAEe7xTs
0," Akun WhatsApp Wakil Bupati Bantul dengan Nomor “081213408053” Memberikan Donasi  Beredar sebuah akun WhatsApp yang mengatasnamakan Wakil Bupati Bantul, yaitu Joko. B. Purnomo terkait dengan pemberian donasi.  https://t.co/akYfDcQaLb"
0, Akun WhatsApp Bupati Enrekang Melakukan Penggalangan Donasi Berupa Uang Untuk Pondok Pesantren dan PAUD  https://t.co/mlB8aix9xu
0,"Faktanya, klaim tersebut salah. Vaksin mRNA tidak menyebabkan hepatitis.  Selengkapnya di  https://t.co/rZfFopBxQM #cekfakta #periksafakta"
0, Vaksin mRNA Menyebabkan Hepatitis Pada Anak  https://t.co/izphDIrmVY
0,"Faktanya, klaim tersebut salah. Vaksin mRNA menurut penelitian dianjurkan untuk kehamilan karena meningkatkan antibodi ibu dan janin.  Selengkapnya di  https://t.co/wWzgwVS1QI #cekfakta #periksafakta"
0, Vaksin mRNA Tidak Direkomendasikan Selama Kehamilan  Beredar sebuah narasi oleh akun Twitter @/yo2thok yang mengatakan bahwa vaksin mRNA tidak direkomendasikan kepada ibu hamil.  https://t.co/9xZ8UIaDcW
0, Foto “Remaja ini Tebas Leher Ayahnya karena Sakit Hati Adik Dihamili 3 Bulan dan Ibunya Disiram Minyak Panas”  https://t.co/ohtfdu1KjZ
0, Video Perampokan Bersenjata Tewaskan Tiga Orang di Citra 6  Beredar di media sosial postingan video yang menyebut ada perampokan bersenjata yang menewaskan tiga orang di Citra 6. Postingan itu beredar sejak tengah pekan ini.  https://t.co/eMuU05Q4Fz
0, Akun WhatsApp Wali Kota Malang Sutiaji “083870256204”  https://t.co/FJtF24HPvY
0, Akun Whatsapp Wakil Wali Kota Malang Sofyan Edi Jarwoko “083822041010”  https://t.co/f4FiMNKq3l
0,"Faktanya, informasi tersebut salah. Dilansir dari akun Instagram resmi @kemensetneg.ri mengonfirmasi bahwa Kemensetneg tidak pernah menerbitkan surat yang beredar tersebut.  Selengkapnya di  https://t.co/LhdSAu75da #cekfakta #periksafakta"
0," Surat Penetapan Penjabat Gubernur Papua Barat Mengatasnamakan Deputi Bidang Administrasi Aparatur, Kementerian Sekretariat Negara  https://t.co/MRiP4xnEEl"
0, Spanduk McDonalds Bertuliskan “Hey Crypto Bro’s WE ARE HIRING”  https://t.co/Fhvyx5ZTjo
0,"Faktanya, tidak ditemukan informasi resmi dan valid mengenai klaim bahwa 212 Mart menjadi salah satu sponsor ajang balap mobil listrik Formula E di Jakarta yang akan diselenggarakan pada Juni 2022 mendatang.  Selengkapnya di  https://t.co/VHo5iyysAC #cekfakta #periksafakta"
0,: 212 Mart Adalah Sponsor Resmi ajang Formula E  Sebuah akun Facebook mengunggah postingan berupa narasi yang mengklaim bahwa 212 Mart merupakan sponsor resmi ajang balap Formula E yang akan dilangsungkan di Jakarta pada Juni 2022 mendatang.  https://t.co/lx9r5DT04v
0, “Innalilahi wainnailaihi Rojiun … Tragis Lettu Marinir Muhammad Ikbal Gugur Ditembak KKB Saat Sujud Sholat Isya”  https://t.co/hVAn321Kno
0, Berita CNN “Anggota Polisi Ini Dimutasi ke Papua Barat karena Anaknya Hina Idol K-Pop”  https://t.co/oRHvFvCVbD
0, Umat Muslim Memblokade Jalanan di Perancis dengan Salat Berjamaah  https://t.co/jMEsp9AAHZ
0, “Wow Akhirnya Kang Elon Musk Bikin Tweet Kunjungan Presiden Jokowi”  Beredar postingan di Twitter oleh akun bernama @/PelatihBart yang memposting sebuah hasil screenshoot dari akun Twitter Elon Musk (@/elonmusk).  https://t.co/yyyILw7GtK
0, Video Anak Dinosaurus Berkeliaran  https://t.co/M3pDB6eYg6
0, Berita CNN tentang Dokter Terawan yang Menemukan Pengganti Insulin  Akun Facebook dengan nama pengguna “Arthur Mumu” mengunggah dua buah foto hasil tangkapan layar dari berita CNN Indonesia yang memberitakan bahwa Dokter Terawan berhasil menemukan pengganti insulin.  https://t.co/BGHd6Hvopa
0, “Jokowi beri isyarat nempak nya akan mundur sehabis lebaran ini. Kegagalan membayar Utang dan kemarahan rakyat akibat kabinet nya gagal kelola negara adalag Faktor utama nya”  https://t.co/eMh1eMXAbR
0,: Rumah Ustadz Abdul Somad Terbakar  https://t.co/teZQnS5J0m
0,: Botol Minuman Yang Dipegang Jokowi Dan Elon Musk Merupakan Alat Penerjemah Canggih  https://t.co/I2hFY9tX6e
0, Foto Seorang Lelaki Tetap Salat Meski Tentara Israel Membakarnya  Terdapat foto yang beredar lewat aplikasi percakapan WhatsApp dengan klaim foto lelaki tetap meneruskan salat meski tentara Israel membakarnya.  https://t.co/gnQxJDMlEv
0, Video “hackers enter indo TV”  Beredar video Tiktok dengan narasi “hackers enter indo TV great very” dan “hackers strongest on earth”.  https://t.co/ZLw1zXmjCx
0,"Faktanya, klaim pijat telapak tangan yang dapat menyembuhkan penyumbatan jantung tersebut salah."
0," Pijatan Telapak Tangan untuk Sembuhkan Penyumbatan Jantung  Beredar video 31 detik melalui pesan whatsapp, yang menampilkan seorang pria memijat tangan. Pesan disertai narasi bahwa latihan yang ditunjukkan pria tersebut diklaim dapat menyembuhkan jantung tersumbat.  https://t.co/rvnBIMRuvP"
0, Foto Warga Italia Buang Uang ke Jalan  Terdapat unggahan yang menampilkan dua foto benda berbentuk lembaran putih persegi panjang berserakan di jalan. Informasi tersebut beredar lewat aplikasi percakapan WhatsApp dengan klaim foto warga Italia membuang uang ke jalan.  https://t.co/b18aDNTMOw
0, Foto “Gus Ragil dan Gus Yaqut”  https://t.co/uaqNWs5v2d
0," “Presiden AS Menjemput PM Singapura, sementara Jokowi hanya Dijemput Dubes Indonesia untuk AS.”  https://t.co/oKH2g5Vbic"
0, Pesan Berantai Subsidi Biaya Komunikasi Rp 2 Juta dari PT Telkom Indonesia  Beredar di media sosial pesan berantai yang menawarkan subsidi biaya komunikasi Rp 2 juta dari PT Telkom Indonesia. Pesan berantai itu ramai dibagikan sejak awal pekan ini.  https://t.co/HQwTqFgQNV
0," “INNALILAHI WA INNAILAIHI ROJI’UN😭😭, Bertepatan Hari Ini 10 Mei 2022, Ammar Zoni Dan Wisnu Meninggal Dunia Tertabrak Mobil, Tangis Sang Istri Pecah😭😭”  https://t.co/DTbaQ2O35E"
0, Nomor WhatsApp BCA +61280034998 Menawarkan Layanan Upgrade BCA Prioritas  https://t.co/8NXQERq13A
0," Narkotika Jenis Kokain yang Siap Konsumsi Terdapat di Meja Kerja Presiden Ukraina  Beredar sebuah video yang memperlihatkan kegiatan Presiden Ukraina, Volodymyr Zelenskyy yang sedang melakukan pertemuan dengan beberapa pihak secara virtual.  https://t.co/jV9C787Ykv"
0,"Faktanya, teks terjemahan yang dimuat dalam video yang beredar tersebut merupakan teks terjemahan yang salah dan masuk ke dalam kategori konten yang menyesatkan.  Selengkpanya di  https://t.co/ET9Af8MqlX #cekfakta #periksafakta"
0," Volodymyr Zelenskyy Pecandu Kokain  Beredar sebuah video yang menjelaskan tentang Presiden Ukraina, yaitu Volodymyr Zelenskyy yang mengemukakan pendapatnya terkait dengan kokain.  https://t.co/HKLsPV7B1o"
0, Link Kuesioner PLN Berhadiah 2.000.000  https://t.co/6p1tWJt0RK
0," “Perahu wisatawan di hantam ombak laut Pangandaran”  Akun Facebook Opay Channel membagikan sebuah video berdurasi 30 detik. Dalam video tersebut memperlihatkan sebuah perahu yang dihantam ombak kemudian terbalik,  https://t.co/ywX7MujDmM"
0, Pilot Selfie Saat Pesawat Sedang Terbang Untuk Meyakinkan Istri  https://t.co/OAq7ahroof
0,": Selamat Jalan, Ari Lasso Dikuburkan di Klegen Kartoharjo  https://t.co/R5Wq8a6cA0"
0,: Seorang Pemuda Membuang Uang Tabungannya di Jalan Karena Depresi Ditinggal Nikah oleh Kekasihnya  https://t.co/HfLXqqMYtH
0,"Klaim tersebut salah, faktanya video yang ditampilkan tersebut merupakan cuplikan dari film Thale (2012) yang bergenre horor supernatural asal Swedia, klaim tersebut tidak mendasar dan tidak ada kaitannya dengan ras reptil yang diklaim merupakan penduduk asli bumi."
0," Video Ras Reptil “Ciakahrr”, Penduduk Asli Bumi  Beredar sebuah unggahan video di Twitter yang menunjukkan sebuah makhluk misterius yang diklaim merupakan ras reptil “Ciakahrr” yang merupakan penduduk asli bumi.  https://t.co/9FDQhC1xAt"
0," Foto “Pesta Pernikahan Berubah Jadi Duka, 25 Orang T3was Termasuk Kedua Pengantin Di Tempat”  https://t.co/cpxpOieNm4"
0," Video “ulil amri wahabi semakin stress, dia membuat kode2 biadab”  https://t.co/97kseyk2tr"
0," Innalillahi, Kronologi ‘Berpulangnya’ Stefan William Akibat Kecelakaan Saat Syuting Sinetron  https://t.co/rrOJT0NbVE"
0," Artikel berjudul “Yusuf Mansur melelang motor antiknya seharga 1 milyar, Ini tanggapan Netizen”  https://t.co/Olu6iMNcWg"
0, “Sholat Ied di Mesjid Istiqlal 300 ribu orang meluber sampai halaman Gereja Katedral..adem”  https://t.co/C9UVZuJzcl
0, “GERD menekan jantung hingga tidak berfungsi”  https://t.co/WvpRyMvrjb
0, Video “WNA dari China calon penghuni IKN sudah mulai berdatangan mempergunakan Tradisi pakaian adat Dayak Kalimantan”  https://t.co/DbyqAhSozH
0, INNALILLAHI!! Kabar Duka Andika Pratama Men1nggal Ak1b4t Tert1mp4 Batu Saat Latihan  https://t.co/E0wCz9YjAC
0,"SUMBER membagikan video yang dibuat dari postingan Instagram tahun 2015 oleh (ROMCHIK) dan video komedi “Saving Private Remi” tahun 2009 oleh YouTuber Prancis Rémi Gaillard dengan informasi kontekstual palsu, yang menyebabkan kesimpulan SALAH."
0, Video “Penjajah Rusia membuat TikTok”  https://t.co/2zih3XgTsT
0, Video Dukungan Jokowi 3 Periode  Akun bernama Wibowo Wibowo mengunggah sebuah video dengan narasi yang menyatakan bahwa video tersebut adalah acara dukungan kepada Jokowi untuk maju 3 periode.  https://t.co/CYlU68wAOr
0,Sebuah foto polisi melakukan razia lalu lintas dan diberi narasi penilangan bagi yang menggunakan sandal jepit beredar di Semarang. Hal itu adalah .  https://t.co/0xr0sZ9OXt
0,Video viral dengan narasi 'Tol Becakayu ambruk' dipastikan . Yang sebenarnya adalah box girder proyek kereta cepat. Ini penampakannya.  https://t.co/K4bhhUgxBD
0,Video viral dengan narasi 'Tol Becakayu ambruk' dipastikan . KCIC menjelaskan hal yang sebenarnya dari video itu.  https://t.co/0oH7ImRSNh
0,Video viral 'Tol Becakayu ambruk' dipastikan . Lalin di Jembatan Antilope masih bisa dilintasi kendaraan kecil. Beberapa pengendara menunduk karena kuatir.  https://t.co/bTdj2zgBFS
0,Kalina justru memberikan pernyataan yang berbeda dengan Gus Miftah yang yakin Azka bakal mualaf. Dia menyebut kabar ini .  https://t.co/EcutByoh3m
0,Kalina justru memberikan pernyataan yang berbeda dengan Gus Miftah yang yakin Azka bakal mualaf. Dia menyebut bahwa kabar ini .   https://t.co/UnkIyusKc0
0,Indra Kenz buka suara perihal  dirinya sudah bebas dari tahanan melalui surat terbuka. Apa katanya?  https://t.co/8zSSFhtvw5
0,Tampilan kartu nikah dengan kolom foto 4 istri beredar di media sosial. Kemenag memastikan kartu nikah tersebut .  https://t.co/nka9XwieT6
0,"Abdul Qadir kerap menyebarkan , mulai dari Pancasila tidak bakal bertahan lama sebagai ideologi negara hingga penggunaan senjata dalam berdemokrasi.  https://t.co/RWMTbTxlUo"
0,"Gerard Pique jadi korban  usai dikabarkan selingkuh dengan ibu Gavi, rekan setim sendiri. Nah, kalau 5 kisah berikut ini sungguhan 'teman makan teman'!  https://t.co/9kw1HdK6DR"
0,Polisi telah mengecek kebenaran video tersebut dengan mendatangi lokai. Polisi menyebut video penampakan 'kuntilanak' di Jaktim adalah .  https://t.co/OqxgCn4YST
0,Delapan warga Jaksel dikabarkan mengalami demam diduga terpapar virus dari tikus. Wagub DKI mengatakan kabar itu .  https://t.co/5Jn2K0FxOh
0,#Terpopuler MUI DKI meluncurkan Mujahid Cyber untuk melawan  dan buzzer. Ketua PBNU Ahmad Fahrur Rozi berharap Mujahid Army tidak digunakan untuk tujuan politik.  https://t.co/Aa40u9X4Wg
0,MUI DKI meluncurkan Mujahid Cyber untuk melawan  dan buzzer. Ketua PBNU Ahmad Fahrur Rozi berharap Mujahid Army tidak digunakan untuk tujuan politik.  https://t.co/FNXWHSift2
0,Gibran Rakabuming Raka merespons  tersebut. Apa kata Gibran?  https://t.co/nm8XuDejOX
0,"Di sela sakit yang diidap Tukul Arwana, selalu terselip kabar  mengenai meninggalnya. Kini keluarga sudah tak mau ambil pusing.  https://t.co/QtCzPLvRLK"
0,"CEO Indonesia Digital Cooperatives, Muhammad Chairul Basyar dikabarkan meninggal dunia. Mantan developer token ASIX itu menegaskan bahwa kabar itu !   https://t.co/UXRznt7VlC"
0,Polisi memastikan narasi perampokan bersenpi tewaskan 3 orang pada video viral adalah . Polisi kini mengusut penyebar  itu.  https://t.co/rjH7qO1tmN
0,"Polisi memastikan video dinarasikan perampokan di Citra 6 Jakbar adalah . Yang benar adalah, polisi mengamankan pelaku tawuran.  https://t.co/zzmE7PVON4"
0,"Lagi-lagi diterpa . Jika dulu difitnah soal mengelus pipi perempuan bukan muhrim, kini Menag Yaqut diterpa  'merangkul Ragil Mahardika'.  https://t.co/YqxO8i7KxV"
0,"Sunny Dahye melapor dugaan pengancaman dan penyebar  ke Polres Jakarta Utara. Kini, Sunny Dahye akhirnya menemukan penyebar  itu. #SunnyDahye   https://t.co/YQgAvvhREI"
0,"Baru-baru ini geger varian Corona 'Delmicron', gabungan varian Delta dan Omicron. Sudah dipastikan , ternyata begini asal-muasal muncul kabar Delmicron.  https://t.co/HEMmAt6Dj2"
0,"Dunia dihebohkan dengan rumor tentang varian Delmicron yang disebut gabungan antara varian Delta dan Omicron. Namun ternyata, varian ini adalah .  https://t.co/YvYb4UEYTf"
0,"Banyak yang menyangka Delmicron adalah varian Corona baru kombinasi Delta-Omicron. Nyatanya, varian Delmicron  belaka.   https://t.co/R1hv5FqVWm"
0,"Varian Delmicron mendadak jadi perbincangan, disebut-sebut gabungan dari COVID-19 varian Delta dan Omicron. Para pakar memastikan informasi ini adalah .  https://t.co/uANi2axzDH"
0,"Varian Delmicron mendadak jadi perbincangan, disebut-sebut gabungan dari COVID-19 varian Delta dan Omicron. Para pakar memastikan informasi ini adalah .  https://t.co/fjmtiSdd21"
0,Epidemiolog Universitas Griffith Dicky Budiman menegaskan kalau varian baru Delmicron atau gabungan varian Delta dan Omicron adalah . Berikut pernyataannya.  https://t.co/eJef11gUjb
0, menerpa Menteri Agama Yaqut Cholil Qoumas. Dia disebut-sebut mengelus pipi perempuan yang bukan muhrim. Tantri 'Kotak' pun membela.  https://t.co/6Zrg2WoGsA
0,Dipastikan ! BNI tidak pernah memungut biaya apa pun dari pelamar atau menunjuk agen perjalanan mana pun dalam proses seleksi pegawai.  https://t.co/wO7D2nOF3p
0,"Santer beredar informasi 4 kasus varian Omicron B.1.1.529 ditemukan di Bekasi, berdomisili di DKI. Dinkes membantahnya, menyebut berita tersebut sebagai .  https://t.co/qbfxEDvEGA"
0,Isu empat warga DKI Jakarta kena Corona varian Omicron bikin heboh. Kepala Dinas Kesehatan Kabupaten Bekasi Sri Enny Mainiarti menegaskan kabar tersebut .  https://t.co/UmSEXu9xXH
0,"KSP memastikan kabar virus Corona varian Omicron sudah menginfeksi 4 orang di Cikarang Barat, Kabupaten Bekasi, adalah  atau tidak benar.  https://t.co/r8LFrRrI03"
0,"Terdakwa Adam Ibrahim divonis 4 tahun penjara terkait kasus  babi ngepet di Bedahan, Depok.  https://t.co/4OWEQW9vPE"
0,Polda Sulut memastikan isu soal penculikan anak adalah . Polisi menyatakan hingga saat ini tak ada warga yang melaporkan kasus penculikan anak.  https://t.co/CnwsTkf6qa
0,"""Jangan termakan isu-isu atau  atau berita-berita yang menyesatkan,"" kata Kepala BNPB, Letjen TNI Suharyanto.  https://t.co/qoSUUvQGa0"
0,"Berita  sangat sulit untuk dihilangkan. Namun sebagai masyarakat yang bijak, sebaiknya kenali sejumlah tanda untuk mengetahui mana berita  dan mana yang tidak.   https://t.co/ZhQxLASY8j"
0,Kementerian Komunikasi dan Informatika mengungkapkan  berkaitan virus Corona masih menyebar di jagat internet.  https://t.co/hfistb1nsm
0,"Ketua DPC Forkabi Pondok Aren, Armin meminta maaf kepada polisi usai demo beberapa waktu lalu. Ia mengaku pernyataan soal temannya yang dimintai uang itu .  https://t.co/TugtjVCw94"
0,JPU menolak pledoi yang diajukan terdakwa Adam Ibrahim dalam kasus  babi ngepet dan tetap menuntut Adam dengan hukuman 3 tahun penjara.   https://t.co/YQkvQi1Tga
0,"JPU menyatakan tak sependapat dengan pledoi terdakwa kasus  babi ngepet, Adam Ibrahim. Menurut JPU kisah Nabi Ibrahim yang dibawa-bawa dalam pledoi tak memiliki kesamaan dengan perbuatan Adam Ibrahim!   https://t.co/fGpcnOInkb"
0,"Sunny Dahye melapor dugaan pengancaman dan penyebar  ke Polres Jakarta Utara. Kini, Sunny Dahye akhirnya menemukan penyebar  itu. #SunnyDahye   https://t.co/YQgAvvhREI"
